MC6;
time/s;Fluo/V;P700 deltaI/I x10³;
132.340;0.3596;0.7079;
132.360;0.3597;0.6507;
132.380;0.3597;0.6068;
132.400;0.3629;0.6947;
132.420;0.3629;0.7826;
132.440;0.3629;0.8046;
132.460;0.3655;0.7035;
132.480;0.3655;0.6683;
132.500;0.3503;0.6991;
132.520;0.3503;0.7694;
132.540;0.3503;0.6991;
132.560;0.3602;0.6771;
132.580;0.3602;0.6331;
132.600;0.3675;0.6595;
132.620;0.3675;0.7343;
132.640;0.3675;0.6068;
132.660;0.3640;0.6683;
132.680;0.3640;0.6507;
132.700;0.3652;0.6947;
132.720;0.3652;0.7167;
132.740;0.3652;0.6947;
132.760;0.3622;0.6683;
132.780;0.3622;0.6551;
132.800;0.3582;0.7255;
132.820;0.3582;0.6375;
132.840;0.3582;0.7343;
132.860;0.3491;0.6463;
132.880;0.3491;0.6947;
132.900;0.3564;0.6463;
132.920;0.3564;0.6859;
132.940;0.3564;0.6859;
132.960;0.3538;0.6507;
132.980;0.3538;0.6243;
133.000;0.3597;0.6815;
133.020;0.3597;0.7123;
133.040;0.3597;0.6551;
133.060;0.3561;0.6771;
133.080;0.3561;0.7035;
133.100;0.3549;0.7650;
133.120;0.3549;0.6375;
133.140;0.3549;0.6683;
133.160;0.3622;0.6331;
133.180;0.3622;0.7123;
133.200;0.3523;0.6771;
133.220;0.3523;0.7079;
133.240;0.3523;0.6463;
133.260;0.3506;0.7167;
133.280;0.3506;0.6639;
133.300;0.3472;0.7167;
133.320;0.3472;0.6200;
133.340;0.3472;0.6331;
133.360;0.3535;0.6683;
133.380;0.3535;0.6727;
133.400;0.3516;0.7211;
133.420;0.3516;0.6156;
133.440;0.3516;0.6331;
133.460;0.3431;0.6507;
133.480;0.3431;0.7255;
133.500;0.3414;0.6507;
133.520;0.3414;0.6771;
133.540;0.3414;0.6595;
133.560;0.3562;0.7607;
133.580;0.3562;0.7738;
133.600;0.3408;0.6859;
133.620;0.3408;0.6683;
133.640;0.3408;0.6463;
133.660;0.3504;0.7167;
133.680;0.3504;0.6903;
133.700;0.3465;0.6024;
133.720;0.3465;0.6419;
133.740;0.3465;0.6639;
133.760;0.3492;0.6991;
133.780;0.3492;0.6947;
133.800;0.3433;0.6727;
133.820;0.3433;0.6771;
133.840;0.3433;0.7167;
133.860;0.3443;0.6815;
133.880;0.3443;0.7167;
133.900;0.3495;0.6683;
133.920;0.3495;0.6287;
133.940;0.3495;0.6200;
133.960;0.3481;0.6859;
133.980;0.3481;0.7299;
134.000;0.3449;0.6639;
134.020;0.3449;0.6859;
134.040;0.3449;0.7123;
134.060;0.3445;0.7650;
134.080;0.3445;0.5936;
134.100;0.3397;0.6331;
134.120;0.3397;0.6903;
134.140;0.3397;0.7255;
134.160;0.3408;0.7826;
134.180;0.3408;0.6991;
134.200;0.3400;0.5496;
134.220;0.3400;0.7079;
134.240;0.3400;0.7123;
134.260;0.3379;0.6727;
134.280;0.3379;0.6375;
134.300;0.3472;0.6595;
134.320;0.3472;0.6595;
134.340;0.3472;0.6507;
134.360;0.3397;0.6639;
134.380;0.3397;0.6595;
134.400;0.3391;0.6200;
134.420;0.3391;0.6419;
134.440;0.3391;0.7299;
134.460;0.3428;0.7519;
134.480;0.3428;0.7123;
134.500;0.3408;0.7211;
134.520;0.3408;0.6771;
134.540;0.3408;0.7255;
134.560;0.3324;0.6947;
134.580;0.3324;0.6287;
134.600;0.3391;0.6287;
134.620;0.3391;0.7255;
134.640;0.3391;0.6815;
134.660;0.3425;0.6991;
134.680;0.3425;0.6112;
134.700;0.3379;0.6595;
134.720;0.3379;0.7079;
134.740;0.3379;0.7123;
134.760;0.3361;0.5936;
134.780;0.3361;0.6463;
134.800;0.3309;0.7650;
134.820;0.3309;0.6727;
134.840;0.3309;0.6947;
134.860;0.3443;0.6771;
134.880;0.3443;0.6683;
134.900;0.3443;0.6463;
134.920;0.3443;0.8134;
134.940;0.3443;0.6551;
134.960;0.3391;0.7167;
134.980;0.3391;0.7123;
135.000;0.3385;0.7782;
135.020;0.3385;0.7211;
135.040;0.3385;0.7035;
135.060;0.3358;0.6463;
135.080;0.3358;0.6639;
135.100;0.3373;0.7167;
135.120;0.3373;0.7123;
135.140;0.3373;0.6156;
135.160;0.3295;0.6463;
135.180;0.3295;0.6463;
135.200;0.3433;0.7035;
135.220;0.3433;0.6463;
135.240;0.3433;0.6815;
135.260;0.3400;0.6331;
135.280;0.3400;0.7299;
135.300;0.3338;0.7431;
135.320;0.3338;0.7694;
135.340;0.3338;0.7123;
135.360;0.3303;0.7607;
135.380;0.3303;0.6903;
135.400;0.3292;0.7475;
135.420;0.3292;0.7650;
135.440;0.3292;0.6419;
135.460;0.3313;0.6331;
135.480;0.3313;0.7343;
135.500;0.3289;0.6815;
135.520;0.3289;0.6683;
135.540;0.3289;0.6903;
135.560;0.3217;0.6331;
135.580;0.3217;0.7123;
135.600;0.3388;0.7694;
135.620;0.3388;0.7343;
135.640;0.3388;0.7343;
135.660;0.3298;0.7079;
135.680;0.3298;0.7387;
135.700;0.3251;0.6991;
135.720;0.3251;0.6859;
135.740;0.3251;0.7475;
135.760;0.3315;0.7475;
135.780;0.3315;0.7123;
135.800;0.3298;0.7123;
135.820;0.3298;0.7387;
135.840;0.3298;0.6287;
135.860;0.3278;0.6947;
135.880;0.3278;0.6991;
135.900;0.3355;0.6947;
135.920;0.3355;0.6683;
135.940;0.3355;0.6507;
135.960;0.3277;0.6507;
135.980;0.3277;0.7650;
136.000;0.3306;0.6243;
136.020;0.3306;0.7167;
136.040;0.3306;0.7650;
136.060;0.3240;0.8134;
136.080;0.3240;0.6947;
136.100;0.3289;0.7299;
136.120;0.3289;0.7299;
136.140;0.3289;0.7299;
136.160;0.3297;0.8266;
136.180;0.3297;0.7387;
136.200;0.3230;0.8442;
136.220;0.3230;0.7607;
136.240;0.3230;0.8794;
136.260;0.3228;0.7475;
136.280;0.3228;0.6815;
136.300;0.3167;0.7343;
136.320;0.3167;0.7299;
136.340;0.3167;0.7870;
136.360;0.3222;0.7607;
136.380;0.3222;0.6947;
136.400;0.3318;0.7519;
136.420;0.3318;0.7738;
136.440;0.3318;0.7694;
136.460;0.3249;0.8090;
136.480;0.3249;0.6771;
136.500;0.3342;0.7387;
136.520;0.3342;0.7387;
136.540;0.3342;0.7167;
136.560;0.3240;0.7431;
136.580;0.3240;0.6947;
136.600;0.3266;0.6771;
136.620;0.3266;0.7958;
136.640;0.3266;0.7299;
136.660;0.3248;0.7167;
136.680;0.3248;0.7519;
136.700;0.3344;0.6727;
136.720;0.3344;0.7738;
136.740;0.3344;0.7035;
136.760;0.3327;0.7694;
136.780;0.3327;0.7255;
136.800;0.3230;0.7958;
136.820;0.3230;0.6815;
136.840;0.3230;0.7650;
136.860;0.3196;0.7519;
136.880;0.3196;0.7431;
136.900;0.3249;0.6947;
136.920;0.3249;0.8002;
136.940;0.3249;0.7343;
136.960;0.3127;0.7914;
136.980;0.3127;0.7167;
137.000;0.3242;0.7255;
137.020;0.3242;0.7563;
137.040;0.3242;0.7211;
137.060;0.3141;0.7343;
137.080;0.3141;0.6771;
137.100;0.3158;0.7826;
137.120;0.3158;0.7343;
137.140;0.3158;0.6859;
137.160;0.3216;0.7431;
137.180;0.3216;0.7519;
137.200;0.3152;0.7255;
137.220;0.3152;0.7431;
137.240;0.3152;0.7299;
137.260;0.3274;0.7958;
137.280;0.3274;0.6771;
137.300;0.3216;0.7211;
137.320;0.3216;0.7650;
137.340;0.3216;0.7431;
137.360;0.3230;0.6683;
137.380;0.3230;0.7167;
137.400;0.3251;0.7519;
137.420;0.3251;0.7826;
137.440;0.3251;0.6639;
137.460;0.3176;0.7211;
137.480;0.3176;0.7211;
137.500;0.3117;0.8442;
137.520;0.3117;0.7167;
137.540;0.3117;0.7343;
137.560;0.3193;0.6243;
137.580;0.3193;0.6551;
137.600;0.3228;0.6463;
137.620;0.3228;0.7167;
137.640;0.3228;0.7563;
137.660;0.3268;0.6903;
137.680;0.3268;0.7255;
137.700;0.3149;0.6903;
137.720;0.3149;0.7079;
137.740;0.3149;0.6507;
137.760;0.3146;0.7431;
137.780;0.3146;0.6991;
137.800;0.3138;0.7387;
137.820;0.3138;0.7079;
137.840;0.3138;0.6947;
137.860;0.3158;0.7255;
137.880;0.3158;0.6507;
137.900;0.3201;0.6815;
137.920;0.3201;0.7079;
137.940;0.3201;0.6771;
137.960;0.3146;0.6331;
137.980;0.3146;0.6991;
138.000;0.3585;0.7387;
138.020;0.3585;0.7519;
138.040;0.3585;0.7694;
138.060;0.4252;0.7299;
138.080;0.4252;0.7475;
138.100;0.4437;0.7650;
138.120;0.4437;0.7782;
138.140;0.4437;0.6639;
138.160;0.4596;0.7079;
138.180;0.4596;0.5320;
138.200;0.5052;0.5320;
138.220;0.5052;0.4661;
138.240;0.5052;0.5012;
138.260;0.5693;0.3737;
138.280;0.5693;0.4661;
138.300;0.6574;0.2858;
138.320;0.6574;0.3561;
138.340;0.6574;0.2990;
138.360;0.7173;0.2682;
138.380;0.7173;0.2990;
138.400;0.7827;0.2858;
138.420;0.7827;0.2374;
138.440;0.7827;0.1847;
138.460;0.8292;0.1627;
138.480;0.8292;0.2198;
138.500;0.8771;0.2418;
138.520;0.8771;0.1451;
138.540;0.8771;0.2242;
138.560;0.8939;0.2286;
138.580;0.8939;0.2242;
138.600;0.9274;0.2067;
138.620;0.9274;0.1583;
138.640;0.9274;0.1187;
138.660;0.9480;0.1011;
138.680;0.9480;0.1187;
138.700;0.9580;0.2023;
138.720;0.9580;0.2506;
138.740;0.9580;0.0440;
138.760;0.9741;0.1231;
138.780;0.9741;0.1803;
138.800;0.9800;0.1935;
138.820;0.9800;0.1143;
138.840;0.9800;0.1187;
138.860;1.0023;0.0967;
138.880;1.0023;0.2067;
138.900;1.0060;0.1847;
138.920;1.0060;0.1231;
138.940;1.0060;0.1891;
138.960;1.0081;0.1495;
138.980;1.0081;0.2242;
139.000;1.0031;0.1627;
139.020;1.0031;0.1055;
139.040;1.0031;0.0967;
139.060;1.0221;0.1759;
139.080;1.0221;0.1495;
139.100;1.0200;0.2067;
139.120;1.0200;0.1143;
139.140;1.0200;0.1011;
139.160;1.0255;0.1803;
139.180;1.0255;0.0835;
139.200;1.0368;0.1803;
139.220;1.0368;0.1055;
139.240;1.0368;0.1847;
139.260;1.0342;0.1671;
139.280;1.0342;0.1363;
139.300;1.0259;0.1627;
139.320;1.0259;0.1407;
139.340;1.0259;0.1363;
139.360;1.0176;0.1759;
139.380;1.0176;0.1935;
139.400;1.0273;0.1187;
139.420;1.0273;0.2110;
139.440;1.0273;0.0352;
139.460;1.0195;0.2067;
139.480;1.0195;0.0616;
139.500;1.0212;0.0967;
139.520;1.0212;0.1715;
139.540;1.0212;0.1143;
139.560;1.0201;0.1671;
139.580;1.0201;0.1627;
139.600;1.0177;0.1803;
139.620;1.0177;0.0835;
139.640;1.0177;0.1979;
139.660;1.0226;0.1979;
139.680;1.0226;0.1539;
139.700;1.0116;0.1187;
139.720;1.0116;0.1363;
139.740;1.0116;0.2110;
139.760;1.0197;0.2594;
139.780;1.0197;0.1979;
139.800;1.0186;0.0572;
139.820;1.0186;0.1803;
139.840;1.0186;0.1803;
139.860;1.0153;0.1891;
139.880;1.0153;0.0967;
139.900;1.0116;0.1539;
139.920;1.0116;0.1495;
139.940;1.0116;0.2110;
139.960;1.0092;0.2330;
139.980;1.0092;0.2374;
140.000;1.0017;0.1099;
140.020;1.0017;0.2638;
140.040;1.0017;0.1979;
140.060;1.0082;0.2067;
140.080;1.0082;0.1451;
140.100;0.9902;0.1099;
140.120;0.9902;0.2814;
140.140;0.9902;0.2110;
140.160;1.0043;0.2462;
140.180;1.0043;0.1099;
140.200;0.9968;0.2067;
140.220;0.9968;0.2330;
140.240;0.9968;0.2110;
140.260;0.9968;0.2418;
140.280;0.9968;0.2023;
140.300;0.9884;0.2067;
140.320;0.9884;0.1671;
140.340;0.9884;0.2242;
140.360;0.9820;0.1715;
140.380;0.9820;0.1275;
140.400;0.9814;0.1627;
140.420;0.9814;0.2682;
140.440;0.9814;0.1891;
140.460;0.9794;0.1803;
140.480;0.9794;0.1759;
140.500;0.9704;0.1935;
140.520;0.9704;0.2286;
140.540;0.9704;0.2110;
140.560;0.9771;0.1583;
140.580;0.9771;0.1583;
140.600;0.9710;0.2286;
140.620;0.9710;0.1979;
140.640;0.9710;0.2198;
140.660;0.9731;0.1935;
140.680;0.9731;0.1055;
140.700;0.9586;0.2154;
140.720;0.9586;0.2594;
140.740;0.9586;0.1759;
140.760;0.9551;0.1935;
140.780;0.9551;0.2594;
140.800;0.9617;0.1803;
140.820;0.9617;0.2770;
140.840;0.9617;0.2242;
140.860;0.9440;0.2726;
140.880;0.9440;0.1803;
140.900;0.9531;0.3254;
140.920;0.9531;0.2462;
140.940;0.9531;0.2462;
140.960;0.9286;0.3210;
140.980;0.9286;0.1979;
141.000;0.9434;0.2682;
141.020;0.9434;0.2638;
141.040;0.9434;0.1891;
141.060;0.9368;0.2770;
141.080;0.9368;0.2682;
141.100;0.9354;0.3386;
141.120;0.9354;0.2990;
141.140;0.9354;0.2242;
141.160;0.9316;0.2946;
141.180;0.9316;0.3122;
141.200;0.9188;0.4045;
141.220;0.9188;0.3473;
141.240;0.9188;0.3034;
141.260;0.9170;0.3430;
141.280;0.9170;0.2858;
141.300;0.9071;0.3825;
141.320;0.9071;0.2990;
141.340;0.9071;0.2594;
141.360;0.9100;0.3473;
141.380;0.9100;0.3957;
141.400;0.9069;0.3034;
141.420;0.9069;0.3342;
141.440;0.9069;0.2726;
141.460;0.8999;0.3298;
141.480;0.8999;0.4045;
141.500;0.8985;0.3342;
141.520;0.8985;0.3210;
141.540;0.8985;0.3210;
141.560;0.8852;0.3869;
141.580;0.8852;0.4221;
141.600;0.8877;0.4353;
141.620;0.8877;0.3605;
141.640;0.8877;0.3605;
141.660;0.8823;0.3386;
141.680;0.8823;0.4001;
141.700;0.8747;0.4441;
141.720;0.8747;0.3605;
141.740;0.8747;0.3957;
141.760;0.8729;0.4001;
141.780;0.8729;0.3869;
141.800;0.8703;0.3473;
141.820;0.8703;0.3781;
141.840;0.8703;0.4221;
141.860;0.8626;0.4221;
141.880;0.8626;0.3210;
141.900;0.8603;0.3869;
141.920;0.8603;0.4089;
141.940;0.8603;0.4880;
141.960;0.8567;0.4924;
141.980;0.8567;0.4265;
142.000;0.8413;0.3957;
142.020;0.8413;0.3825;
142.040;0.8413;0.4221;
142.060;0.8491;0.4353;
142.080;0.8491;0.4661;
142.100;0.8460;0.4001;
142.120;0.8460;0.5100;
142.140;0.8460;0.4793;
142.160;0.8339;0.4880;
142.180;0.8339;0.4265;
142.200;0.8233;0.4705;
142.220;0.8233;0.4705;
142.240;0.8233;0.4617;
142.260;0.8317;0.5364;
142.280;0.8317;0.4441;
142.300;0.8204;0.4309;
142.320;0.8204;0.4661;
142.340;0.8204;0.5012;
142.360;0.8226;0.4485;
142.380;0.8226;0.5232;
142.400;0.8120;0.5100;
142.420;0.8120;0.4924;
142.440;0.8120;0.5804;
142.460;0.8155;0.4793;
142.480;0.8155;0.3737;
142.500;0.8136;0.4573;
142.520;0.8136;0.5716;
142.540;0.8136;0.5540;
142.560;0.8101;0.4441;
142.580;0.8101;0.4793;
142.600;0.8086;0.5584;
142.620;0.8086;0.5716;
142.640;0.8086;0.4880;
142.660;0.7990;0.4793;
142.680;0.7990;0.5012;
142.700;0.8101;0.6200;
142.720;0.8101;0.6156;
142.740;0.8101;0.5672;
142.760;0.7874;0.5320;
142.780;0.7874;0.5892;
142.800;0.7946;0.5936;
142.820;0.7946;0.6024;
142.840;0.7946;0.5144;
142.860;0.7898;0.5276;
142.880;0.7898;0.5496;
142.900;0.7802;0.5188;
142.920;0.7802;0.6156;
142.940;0.7802;0.4924;
142.960;0.7773;0.5496;
142.980;0.7773;0.5540;
143.000;0.7836;0.6683;
143.020;0.7836;0.6024;
143.040;0.7836;0.6068;
143.060;0.7740;0.5716;
143.080;0.7740;0.6463;
143.100;0.7805;0.6419;
143.120;0.7805;0.5056;
143.140;0.7805;0.6068;
143.160;0.7717;0.5496;
143.180;0.7717;0.6287;
143.200;0.7648;0.5848;
143.220;0.7648;0.6068;
143.240;0.7648;0.5364;
143.260;0.7613;0.6243;
143.280;0.7613;0.6331;
143.300;0.7598;0.6200;
143.320;0.7598;0.6287;
143.340;0.7598;0.5980;
143.360;0.7483;0.6815;
143.380;0.7483;0.6156;
143.400;0.7515;0.7255;
143.420;0.7515;0.6551;
143.440;0.7515;0.6243;
143.460;0.7486;0.6463;
143.480;0.7486;0.6991;
143.500;0.7492;0.6859;
143.520;0.7492;0.7123;
143.540;0.7492;0.7167;
143.560;0.7415;0.7563;
143.580;0.7415;0.6903;
143.600;0.7430;0.6947;
143.620;0.7430;0.7079;
143.640;0.7430;0.6771;
143.660;0.7369;0.7079;
143.680;0.7369;0.6771;
143.700;0.7393;0.7211;
143.720;0.7393;0.6683;
143.740;0.7393;0.6991;
143.760;0.7350;0.7563;
143.780;0.7350;0.6859;
143.800;0.7338;0.7958;
143.820;0.7338;0.6683;
143.840;0.7338;0.7035;
143.860;0.7303;0.7299;
143.880;0.7303;0.7431;
143.900;0.7184;0.7167;
143.920;0.7184;0.6463;
143.940;0.7184;0.7123;
143.960;0.7160;0.7387;
143.980;0.7160;0.7694;
144.000;0.7131;0.6991;
144.020;0.7131;0.7782;
144.040;0.7131;0.7299;
144.060;0.7205;0.8002;
144.080;0.7205;0.7738;
144.100;0.7167;0.7299;
144.120;0.7167;0.7650;
144.140;0.7167;0.7475;
144.160;0.7158;0.7782;
144.180;0.7158;0.7167;
144.200;0.7120;0.7211;
144.220;0.7120;0.6991;
144.240;0.7120;0.8442;
144.260;0.7117;0.7387;
144.280;0.7117;0.7694;
144.300;0.7063;0.7914;
144.320;0.7063;0.8882;
144.340;0.7063;0.8046;
144.360;0.7048;0.8222;
144.380;0.7048;0.8090;
144.400;0.6992;0.8442;
144.420;0.6992;0.8750;
144.440;0.6992;0.8706;
144.460;0.6954;0.8178;
144.480;0.6954;0.7738;
144.500;0.7115;0.8574;
144.520;0.7115;0.9101;
144.540;0.7115;0.8750;
144.560;0.6980;0.7782;
144.580;0.6980;0.8266;
144.600;0.6946;0.8442;
144.620;0.6946;0.8838;
144.640;0.6946;0.8134;
144.660;0.6885;0.8530;
144.680;0.6885;0.7870;
144.700;0.6944;0.8838;
144.720;0.6944;0.8750;
144.740;0.6944;0.8090;
144.760;0.6944;0.8574;
144.780;0.6944;0.8354;
144.800;0.6899;0.8354;
144.820;0.6899;0.8354;
144.840;0.6899;0.8530;
144.860;0.6819;0.8046;
144.880;0.6819;0.9145;
144.900;0.6777;0.8882;
144.920;0.6777;0.9585;
144.940;0.6777;0.8618;
144.960;0.6792;0.8002;
144.980;0.6792;0.8750;
145.000;0.6838;0.9453;
145.020;0.6838;0.9013;
145.040;0.6838;0.8882;
145.060;0.6813;0.8618;
145.080;0.6813;0.8750;
145.100;0.6764;0.9233;
145.120;0.6764;0.8618;
145.140;0.6764;0.8310;
145.160;0.6835;0.8134;
145.180;0.6835;0.8442;
145.200;0.6728;0.9497;
145.220;0.6728;0.8926;
145.240;0.6728;0.8530;
145.260;0.6679;0.9013;
145.280;0.6679;0.8926;
145.300;0.6554;0.9189;
145.320;0.6554;0.8970;
145.340;0.6554;0.8662;
145.360;0.6682;0.8926;
145.380;0.6682;0.9189;
145.400;0.6613;0.9189;
145.420;0.6613;1.0025;
145.440;0.6613;0.8882;
145.460;0.6706;0.9277;
145.480;0.6706;0.9321;
145.500;0.6607;1.0069;
145.520;0.6607;0.9013;
145.540;0.6607;0.8750;
145.560;0.6656;0.9145;
145.580;0.6656;0.9409;
145.600;0.6548;0.9277;
145.620;0.6548;0.9365;
145.640;0.6548;0.9937;
145.660;0.6468;0.9585;
145.680;0.6468;0.9717;
145.700;0.6535;0.9013;
145.720;0.6535;0.9277;
145.740;0.6535;0.8618;
145.760;0.6590;0.9365;
145.780;0.6590;0.9453;
145.800;0.6581;0.9673;
145.820;0.6581;0.9409;
145.840;0.6581;0.9409;
145.860;0.6485;0.9761;
145.880;0.6485;0.8926;
145.900;0.6543;0.9761;
145.920;0.6543;0.9409;
145.940;0.6543;1.0464;
145.960;0.6503;0.9541;
145.980;0.6503;0.9585;
146.000;0.6404;0.9805;
146.020;0.6404;0.9541;
146.040;0.6404;0.9409;
146.060;0.6453;0.9981;
146.080;0.6453;0.9585;
146.100;0.6456;0.9365;
146.120;0.6456;0.9585;
146.140;0.6456;0.9893;
146.160;0.6448;0.9805;
146.180;0.6448;0.9761;
146.200;0.6364;0.9497;
146.220;0.6364;0.9585;
146.240;0.6364;1.0157;
146.260;0.6381;0.9365;
146.280;0.6381;0.9365;
146.300;0.6386;0.8970;
146.320;0.6386;0.9673;
146.340;0.6386;1.0289;
146.360;0.6329;0.9629;
146.380;0.6329;0.9277;
146.400;0.6427;0.9805;
146.420;0.6427;1.0289;
146.440;0.6427;0.9805;
146.460;0.6346;1.0333;
146.480;0.6346;0.9629;
146.500;0.6317;0.9277;
146.520;0.6317;0.9541;
146.540;0.6317;1.0377;
146.560;0.6371;0.9937;
146.580;0.6371;0.9893;
146.600;0.6339;1.0113;
146.620;0.6339;1.0069;
146.640;0.6339;1.0289;
146.660;0.6300;0.9629;
146.680;0.6300;0.9717;
146.700;0.6264;0.9849;
146.720;0.6264;1.0552;
146.740;0.6264;0.9717;
146.760;0.6325;0.9981;
146.780;0.6325;1.0069;
146.800;0.6245;0.9761;
146.820;0.6245;1.0420;
146.840;0.6245;0.9673;
146.860;0.6226;1.0464;
146.880;0.6226;0.9013;
146.900;0.6273;1.0728;
146.920;0.6273;1.0508;
146.940;0.6273;0.9717;
146.960;0.6265;0.9497;
146.980;0.6265;1.0113;
147.000;0.6247;0.9277;
147.020;0.6247;0.9893;
147.040;0.6247;0.9761;
147.060;0.6241;0.9673;
147.080;0.6241;1.0113;
147.100;0.6181;1.0420;
147.120;0.6181;0.9805;
147.140;0.6181;0.9101;
147.160;0.6268;0.9805;
147.180;0.6268;0.9893;
147.200;0.6204;0.9937;
147.220;0.6204;0.9849;
147.240;0.6204;0.9541;
147.260;0.6253;0.9849;
147.280;0.6253;0.9893;
147.300;0.6245;1.0640;
147.320;0.6245;1.0157;
147.340;0.6245;0.9101;
147.360;0.6192;0.9673;
147.380;0.6192;0.9893;
147.400;0.6200;1.0508;
147.420;0.6200;0.9717;
147.440;0.6200;0.9673;
147.460;0.6126;0.9541;
147.480;0.6126;0.9805;
147.500;0.6148;0.9585;
147.520;0.6148;1.0069;
147.540;0.6148;0.9453;
147.560;0.6110;1.0025;
147.580;0.6110;0.9805;
147.600;0.6172;0.9981;
147.620;0.6172;0.9673;
147.640;0.6172;0.9805;
147.660;0.6157;0.9365;
147.680;0.6157;0.9981;
147.700;0.6152;0.9321;
147.720;0.6152;0.9497;
147.740;0.6152;0.9497;
147.760;0.6053;1.0377;
147.780;0.6053;0.9541;
147.800;0.6117;0.9013;
147.820;0.6117;0.9761;
147.840;0.6117;0.9981;
147.860;0.6152;1.0113;
147.880;0.6152;0.9717;
147.900;0.6039;0.9321;
147.920;0.6039;0.9541;
147.940;0.6039;0.9365;
147.960;0.6058;1.0420;
147.980;0.6058;0.9761;
148.000;0.6029;0.9013;
148.020;0.6029;0.9409;
148.040;0.6029;0.9937;
148.060;0.6155;0.9805;
148.080;0.6155;0.9673;
148.100;0.6047;0.9365;
148.120;0.6047;0.9981;
148.140;0.6047;0.9981;
148.160;0.6003;0.9893;
148.180;0.6003;0.9893;
148.200;0.6010;0.8750;
148.220;0.6010;0.9717;
148.240;0.6010;1.0420;
148.260;0.6024;0.9717;
148.280;0.6024;0.9409;
148.300;0.5939;0.9365;
148.320;0.5939;0.9277;
148.340;0.5939;0.9981;
148.360;0.5925;1.0113;
148.380;0.5925;0.9541;
148.400;0.6026;1.0640;
148.420;0.6026;1.0245;
148.440;0.6026;1.0025;
148.460;0.5931;0.9277;
148.480;0.5931;0.9585;
148.500;0.5931;0.9145;
148.520;0.5931;0.9365;
148.540;0.5931;1.0069;
148.560;0.5949;1.0025;
148.580;0.5949;0.9673;
148.600;0.5957;0.9893;
148.620;0.5957;1.0377;
148.640;0.5957;0.9981;
148.660;0.5896;0.9981;
148.680;0.5896;0.9717;
148.700;0.5875;1.0157;
148.720;0.5875;0.9409;
148.740;0.5875;0.9849;
148.760;0.5957;0.8882;
148.780;0.5957;0.9717;
148.800;0.5977;1.0157;
148.820;0.5977;0.9717;
148.840;0.5977;0.9849;
148.860;0.5865;0.9409;
148.880;0.5865;0.9761;
148.900;0.5916;0.9981;
148.920;0.5916;0.9321;
148.940;0.5916;0.9761;
148.960;0.5911;0.9365;
148.980;0.5911;0.9893;
149.000;0.5873;1.0860;
149.020;0.5873;0.8970;
149.040;0.5873;0.9013;
149.060;0.5894;0.9673;
149.080;0.5894;0.9453;
149.100;0.5841;1.0025;
149.120;0.5841;0.8970;
149.140;0.5841;0.9717;
149.160;0.5791;0.9453;
149.180;0.5791;0.9893;
149.200;0.5923;0.9365;
149.220;0.5923;1.0464;
149.240;0.5923;0.9057;
149.260;0.5960;1.0245;
149.280;0.5960;0.9629;
149.300;0.5818;0.9717;
149.320;0.5818;0.9365;
149.340;0.5818;0.8882;
149.360;0.5812;0.9365;
149.380;0.5812;0.9365;
149.400;0.5842;0.9849;
149.420;0.5842;0.9057;
149.440;0.5842;0.8926;
149.460;0.5798;0.9057;
149.480;0.5798;1.0069;
149.500;0.5771;0.9541;
149.520;0.5771;0.9585;
149.540;0.5771;0.8530;
149.560;0.5839;1.0245;
149.580;0.5839;1.0157;
149.600;0.5784;0.9189;
149.620;0.5784;0.9321;
149.640;0.5784;0.9277;
149.660;0.5856;0.9629;
149.680;0.5856;0.9629;
149.700;0.5827;1.0025;
149.720;0.5827;0.8794;
149.740;0.5827;0.9101;
149.760;0.5789;0.9849;
149.780;0.5789;0.9717;
149.800;0.5719;0.9409;
149.820;0.5719;0.9409;
149.840;0.5719;0.9453;
149.860;0.5771;1.0069;
149.880;0.5771;0.9277;
149.900;0.5719;0.8618;
149.920;0.5719;0.9629;
149.940;0.5719;0.9673;
149.960;0.5696;0.9497;
149.980;0.5696;0.9937;
150.000;0.5630;0.8882;
150.020;0.5630;0.9497;
150.040;0.5630;0.9981;
150.060;0.5726;0.9321;
150.080;0.5726;0.9101;
150.100;0.5734;0.9189;
150.120;0.5734;0.9321;
150.140;0.5734;0.9893;
150.160;0.5609;0.9453;
150.180;0.5609;0.9629;
150.200;0.5755;0.9409;
150.220;0.5755;0.9409;
150.240;0.5755;0.9541;
150.260;0.5643;0.9893;
150.280;0.5643;0.9981;
150.300;0.5679;0.8794;
150.320;0.5679;0.9497;
150.340;0.5679;0.9629;
150.360;0.5673;0.9497;
150.380;0.5673;0.8662;
150.400;0.5607;0.9409;
150.420;0.5607;0.8662;
150.440;0.5607;0.9189;
150.460;0.5612;0.9233;
150.480;0.5612;0.8882;
150.500;0.5656;0.9893;
150.520;0.5656;0.9277;
150.540;0.5656;1.0069;
150.560;0.5697;0.9937;
150.580;0.5697;0.8706;
150.600;0.5589;0.9057;
150.620;0.5589;0.9585;
150.640;0.5589;0.9409;
150.660;0.5611;0.9365;
150.680;0.5611;0.9101;
150.700;0.5612;1.0113;
150.720;0.5612;0.9805;
150.740;0.5612;0.9189;
150.760;0.5591;0.9321;
150.780;0.5591;0.9541;
150.800;0.5577;1.0201;
150.820;0.5577;0.9805;
150.840;0.5577;0.9277;
150.860;0.5611;0.9937;
150.880;0.5611;1.0113;
150.900;0.5583;0.9981;
150.920;0.5583;1.0113;
150.940;0.5583;1.0113;
